"评论编号","评论用户","评论微博","评论内容"
"16023","lbcanon","1160","向所有缉毒英雄致敬！向所有缉毒英雄致敬！向所有缉毒英雄致敬！ 为牺牲的曲警官默哀，您的委屈我们知道，希望您能安息，还活着的我们依然还在期盼着正义早一天到来，不论多久，不论多远，都会一直坚持着，相信着，就像天道轮回，邪不压正！"
"16024","雨湖公安","1160","向所有缉毒英雄致敬！向所有缉毒英雄致敬！向所有缉毒英雄致敬！ 为牺牲的曲警官默哀，您的委屈我们知道，希望您能安息，还活着的我们依然还在期盼着正义早一天到来，不论多久，不论多远，都会一直坚持着，相信着，就像天道轮回，邪不压正！"
"16025","一念有时","1160","广大人民群众：“你这一辈子，有没有为别人拼过命？”   【基层】民警：拼了命有什么用，一条命才值13年66万"
"16026","青紫葡萄123","1160","歹徒活，警察死。流血的还要流泪，这个世界真是看不懂了。"
"16027","忠浪","1160","歹徒活，警察死。流血的还要流泪，这个世界真是看不懂了。"
"16028","chenyiiynehc","1160","请公安部要求基层民警：第一，身患疾病务必调离岗位；第二，每年体检时刻关注病情，面对歹徒攻击要大声喊出病症；第三，出警人数一定要多于现场人数。"
"16029","请传播正能量66","1160","曲玉权"
"16030","开森110","1160","现在的情况是流血流泪流汗的事情时有发生，袭警入刑必须要提上日程了！！"
"16031","拐·枣","1160","哎约喂，不流泪，丢命才13年。"
"16032","无上天王盖地虎2018","1160","民警不厉害，应该用突击队。我认为好钢该用在刀刃上。"
"16033","雾隐风沉落","1160","空号喊的震天响"
"16034","向往和平7","1160","空号喊的震天响"
"16035","喵星人怪叔叔","1160","曲警官付出了生命，然而法院给的结论让人心寒！"
"16036","夏承凛丶","1160","是你们，不是我们"
"16037","P2P暴雷抓老赖还血汗钱","1160","是你们，不是我们"
"16038","警察蜀黍吴sir","1160","是你们，不是我们"
"16039","爱游玩的小叔叔","1160","能用枪解决的事情，为什么徒手解决？"
"16040","转身撞上墙8","1160","呵呵"
"16041","幸福妈妈520儿子","1160","望平安"
"16042","一剑封侯忆江湖","1160","同意，然后呢，只是口头上的吗"
"16043","诺诺还小-Nono","1160","配枪！配枪！！配枪！！！装备要全！至少防割手套也要配吧！心疼我敬爱的一线战警！[可怜][可怜]"
"16044","爱如潮水心自知83546","1160","曲警官死不瞑目！"
"16045","明二的快乐生活","1160","抵制一切涉毒艺人是一种民族精神！天网恢恢不给任何名人的洗白机会！也是一种社会责任！[拳头][拳头]"
"16046","不吊照80690","1160","[泪]"
"16047","百分之6橄榄","1160","是啊，可是就因为曲玉权案，全国警察都在流泪，作为所有警察的娘家，你们不应该说句话吗？"
"16048","酷歌杜昊","1160","是啊，可是就因为曲玉权案，全国警察都在流泪，作为所有警察的娘家，你们不应该说句话吗？"
"16049","明天會是晴天吧","1160","所以有些制度应该完善，遇暴徒警察应该表现出国家暴力机关的威严。当然第一步还是不断提升优化从警人员各方面的素质。"
"16050","phoenix113","1160","曲警官的事……就这样完了吗"
"16051","杰个Johnny有点萌","1161","[热评]转发有用吗[并不简单]那我抡个几条？//"
"16052","莫问西东i","1161","其实我饭都吃不饱，跟我真的没什么关系"
"16053","晓晓琴琴w","1161","其实我饭都吃不饱，跟我真的没什么关系"
"16054","VincentXR111","1161","领土这个事情一时说一时，自古以来是借口，归根结底还是看国力，天朝现在要有美帝的国力和军力，日本敢说是他的么[摊手][摊手][摊手]好好发展国力才是根本"
"16055","惠中惠中王惠中","1161","领土这个事情一时说一时，自古以来是借口，归根结底还是看国力，天朝现在要有美帝的国力和军力，日本敢说是他的么[摊手][摊手][摊手]好好发展国力才是根本"
"16056","LA洛杉矶最好的警察","1161","激发韭菜爱国热情，号召韭菜团结一心，依靠民间韭菜的力量来给日本施压。[doge][doge][doge]"
"16057","随手拍虚假医疗广告","1161","激发韭菜爱国热情，号召韭菜团结一心，依靠民间韭菜的力量来给日本施压。[doge][doge][doge]"
"16058","BCSD-Tarick","1161","干它呀，领土问题，转发有用吗？不要怂，就是干，还有海参崴，一块弄回来，印度强占的区域，外蒙古，一起弄回来，干翻他们不就解决问题了？"
"16059","啊侧田","1161","干它呀，领土问题，转发有用吗？不要怂，就是干，还有海参崴，一块弄回来，印度强占的区域，外蒙古，一起弄回来，干翻他们不就解决问题了？"
"16060","杰个Johnny有点萌","1161","干它呀，领土问题，转发有用吗？不要怂，就是干，还有海参崴，一块弄回来，印度强占的区域，外蒙古，一起弄回来，干翻他们不就解决问题了？"
"16061","愛茵斯坦雀斑妹","1161","干它呀，领土问题，转发有用吗？不要怂，就是干，还有海参崴，一块弄回来，印度强占的区域，外蒙古，一起弄回来，干翻他们不就解决问题了？"
"16062","阿凡达_Jack","1161","“中国一点都不能少！”后面宜再加一句:”除了本州、北海道、本州、四国，日本一点也不能多！”[加油]"
"16063","甯亮L","1161","要是弄丢了就搞笑了[允悲]"
"16064","挺好的啦","1161","有什么实质性的用 ？说白了这不就是自己人意淫吗？不明白怎么想的……[拜拜]"
"16065","刘春城律师","1161","靠嘴说，好像不行，钓鱼岛现在谁控制着呢？"
"16066","星际电力发展","1161","慈悲为怀！不要佛口蛇心！ 广东  6位道家神职人员有消息了吗？"
"16067","夏承凛丶","1161","中华民族的伟大复兴包括钓鱼岛"
"16068","木二土田","1161","库页岛敢不敢要回来？？？"
"16069","搞笑爺","1161","[给你小心心][给你小心心]"
"16070","飞在天上的大龙猫","1161","海参崴也是中国神圣不可分割的一部分！"
"16071","印小白-","1161","想办法干他一炮"
"16072","赵大元媛","1161","想办法干他一炮"
"16073","黑嘟嘟嘟嘟嘟嘟嘟","1161","我们都知道"
"16074","想象之中的单人旅途","1161","还有俄国狗占领的大片领土，每一个有尊严的中国人都不会忘记！！寸土不让！"
"16075","DD_不改名字了","1161","祝国家越来越强盛！"
"16076","贪睡的大猫熊","1161","大事全靠转发[允悲][允悲][允悲]"
"16077","莉駭嘞","1161","转"
"16078","鬼马马马","1161","我们就不能用枪炮教一教日本人怎么遵守承诺吗"
"16079","绿茵L5023","1161","[威武][威武][赞][赞][给力][给力]"
"16080","龙叔在此i","1161","中国的领土没有一寸是多余的，日本右翼分子应该下地狱。"
"16081","藜麦大叔","1162","[热评]持续三十年的骗局，总有人相信！"
"16082","河北公安网络发言人","1162","[热评][话筒]"
"16083","赤峰市公安局官方微博","1162","[热评]【公安部召开打击整治民族资产解冻类诈骗犯罪专项行动部署会】"
"16084","日月人二先生","1162","山东美联五折购车希望有关部门关注一下"
"16085","赤峰市公安局官方微博","1162","【公安部召开打击整治民族资产解冻类诈骗犯罪专项行动部署会】"
"16086","平安金凤","1162","【公安部召开打击整治民族资产解冻类诈骗犯罪专项行动部署会】"
"16087","晓晓琴琴w","1162","[赞啊][赞啊][赞啊]"
"16088","程文君1982","1162","防骗"
"16089","钵钵钵钵钵钵虾","1162","真心想举报怎么办"
"16090","酒般浓郁999","1162","早就泛滥了现在开始打击了"
"16091","望海宇辰","1162","母亲常说：咱们家就从来不上当，因为咱们穷[允悲]"
"16092","用户jgdnp1115395212","1162","母亲常说：咱们家就从来不上当，因为咱们穷[允悲]"
"16093","第十套广播体操操哥","1162","几十年的骗局了？"
"16094","河北公安网络发言人","1162","[话筒]"
"16095","柴旦的微博","1162","这类骗局骗的就是没文化的老人和没多少文化的中老年妇女，不懂历史，不懂科学，不看报，不看新闻，爱占小便宜，梦想发大财。"
"16096","笑靥倾城-","1162","网络诈骗也该严厉整治"
"16097","藜麦大叔","1162","持续三十年的骗局，总有人相信！"
"16098","夏承凛丶","1162","尽早落实吧"
"16099","bolangsha","1162","P2P的骗子呢？"
"16100","搞笑爺","1162","[吃瓜]"
"16101","想象之中的单人旅途","1162","骗子骗人一定会用很白痴的理由，这才说明骗子的聪明之处[笑而不语]"
"16102","hk__aquamarine","1162","白痴也算了， 还贪心[笑cry]"
"16103","忠浪","1162","希望能更严厉些。"
"16104","牧云溪谷_","1162","80年代就有这种骗局"
"16105","煦濡丷","1162","我 嬴政 打钱"
"16106","诈骗犯都死绝吧","1162","我 嬴政 打钱"
"16107","龙叔在此i","1162","我，盘古后羿，打钱，谁不打钱，我就盘谁。"
"16108","周六夜现场","1162","匪夷所思，诈骗分子奇葩，受骗群众也是奇葩"
"16109","Sand-sculptureNetizen","1162","我是秦始皇，其实我吃了长生不老药没死，我刚刚苏醒，在咸阳地下埋了大量的财宝，只要你肯资助我五千元的活动资金，待他日复国，赏你钱粮百万，封你做护国大将军！我的银行账号是:110"
"16110","想象之中的单人旅途","1162","我是秦始皇，打钱！"
"16111","紫色闪电SKY_305","1162","这么白痴的理由居然有人相信，那些被骗的需要交钱充智商了。"
"16112","沙水小者","1162","名字换了啊"
"16113","过分的雨伞","1163","[热评]哈哈 我们这达成一致了，出警以后怂点。。能赶紧走赶紧走，绝对不和人家冲突，人家打死咱们也不偿命。"
"16114","红火rm","1163","[热评]你们是属于哪的，公安部吗？曲玉权同志用生命奉献，家庭美满，但他的家属没有感到公平正义，曲玉权是国家孤儿，曲玉权的孩子也是孤儿。"
"16115","平安商丘","1163","[热评]【公安部党委召开2018年度民主生活会 赵克志主持并讲话 陈一新列席会议】"
"16116","南宁雏鹰导航","1163","[热评]【公安部党委召开2018年度民主生活会 赵克志主持并讲话 陈一新列席会议】"
"16117","小市民1971816","1163","[热评]【公安部党委召开2018年度民主生活会 赵克志主持并讲话 陈一新列席会议】"
"16118","草根投资受害人","1163","[热评]【公安部党委召开2018年度民主生活会 赵克志主持并讲话 陈一新列席会议】"
"16119","草根投资受害人","1163","草根投资，还我救命血汗钱！"
"16120","水能载舟亦能覆舟666","1163","人家法制日报都认定曲玉权案的判决罪刑责一致，你们是什么意见？继续选择装聋作哑？还是以牺牲基层民警的生命来彰显你们的领导力？人血馒头好吃吗？？？！！！你们不把基层民警当兄弟，我们也坚决不把你们把领导！连锁反应刚开始！"
"16121","我是昆子888","1163","曲警官冤啊"
"16122","安庆望江公安杨湾派出所","1163","曲警官冤啊"
"16123","任雪锋","1163","小人物发声没用，大人物不敢发声，只有叹息!"
"16124","任雪锋","1163","失望!"
"16125","宝石石5850513080","1163","三才镇大园村大宁村村霸，也不见警察处理！"
"16126","捡起我的骄傲","1163","高层为什么一个都不发声？人民日报都疑问，作为全国民警"
"16127","捡起我的骄傲","1163","作为公安部新闻中心不应该关注一下基层民警反应问题吗？警心在你们看来这么不重要吗？"
"16128","溰轶林","1163","基层民警把公安部当母亲一样，拥护她保护的维护她，但是，儿子被人打死了，母亲这个组织毫无怜悯，哈中院审判故意忽略从重情节，刑九暴力妨害公务从重处理形同虚设。试问，现在去大街拉个处警民警，哪个体检不是周身是病，被打死了都要考虑是病因吗？"
"16129","动力子弹头","1163","基层民警把公安部当母亲一样，拥护她保护的维护她，但是，儿子被人打死了，母亲这个组织毫无怜悯，哈中院审判故意忽略从重情节，刑九暴力妨害公务从重处理形同虚设。试问，现在去大街拉个处警民警，哪个体检不是周身是病，被打死了都要考虑是病因吗？"
"16130","小疯子月河渔子","1163","曲玉权同志就这么牺牲了？"
"16131","非印度阿三","1163","讨论下曲玉权的事吧！"
"16132","灵魂几何","1163","讨论下曲玉权的事吧！"
"16133","五星国旗123","1163","许昌打黑除恶没行动。三年前我在魏都区西关大街门面房被犯罪分子撬门入室，上万元财务遭抢劫，房子被扒毁。除暴安良、为人民服务，是人民警察义不容辞的责任。许昌市魏都区西大派出所三年一直不给处理结果，导致我无法诉讼。我向国家信访局信访六次。许昌信访可是真难。请领导给老百姓一个说法。"
"16134","真道显明","1163","我不想看到我の祖国这么黑"
"16135","真道显明","1163","我不想看到我の祖国这么黑"
"16136","纯真民","1163","澳门金莎，新葡京，这些赌博网站他妈的不知害了多少人，可以直接下载app进行赌博 广东这边 入厂上班的几乎每个人都有赌博网址"
"16137","纯真民","1163","vip.56006这个是网上特大赌博网址。你们知道吗"
"16138","转恋深68","1163","vip.56006这个是网上特大赌博网址。你们知道吗"
"16139","fab4official","1163","赢不回基层兄弟的心，早晚崩盘，有空不如关心关心基层意愿，我们不怕死，就怕死了连个烈士都算不上杀我的人得不到应得的惩罚，心灰意冷也就没有卖命的了。"
"16140","补丁爱旅行","1163","领导有空时能看看曲玉权案判决书么"
"16141","下辈子再不做","1163","我就想知道我们基层民警被虐杀，法院轻轻放过杀人犯，公安部怎么看，旁观吗？"
"16142","平安商丘","1163","【公安部党委召开2018年度民主生活会 赵克志主持并讲话 陈一新列席会议】"
"16143","非著名特警","1163","公安部党委召开2018年度民主生活会[话筒]"
"16144","过分的雨伞","1163","哈哈 我们这达成一致了，出警以后怂点。。能赶紧走赶紧走，绝对不和人家冲突，人家打死咱们也不偿命。"
"16145","晓晓琴琴w","1163","[中国赞][中国赞][中国赞][赞啊][赞啊][赞啊]"
"16146","红火rm","1163","你们是属于哪的，公安部吗？曲玉权同志用生命奉献，家庭美满，但他的家属没有感到公平正义，曲玉权是国家孤儿，曲玉权的孩子也是孤儿。"
"16147","华人之光照亮世界","1163","转发微博"
"16148","养老金被贝米钱包吞失的大妈","1163","能为p2p灾民做的事情吗。上海徐汇经侦不作为，为骗子掩盖事实，上海贝米钱包爆累半年多了，诈骗老百姓血汗钱45个亿至今没有说法，平台把我们的血汗钱随意拿去借给别人炒股，没有任何抵押物，这算不算是诈骗呢？"
"16149","青岛公安出入境","1163","转发微博"
"16150","一棵冷高冷的树","1163","你们到底有什么用？？每次都装聋作哑"
"16151","郑镇枝在线","1163","你们到底有什么用？？每次都装聋作哑"
"16152","外星来的流打鬼","1163","迫切希望高层领导关注曲玉权案 莫让公安民警流血流汗又流泪！"
"16153","找点事做1018","1163","曲玉权案，让人寒心。"
"16154","总会有晴天吧","1163","打死哈尔滨民警的几个暴徒就那么被放过了？天理难容啊！"
"16155","卍刹那芳华_336","1163","请首长关注下哈尔滨"
"16156","沈小团子呀","1163","请首长关注下哈尔滨"
"16157","开辆小富康","1163","成都，宜贷宜湃明显犯罪，四川公安迟迟不立案，甚至受案都不给回执。维护稳定，当扼杀犯罪为先。侵吞人民财产怎么让人民安定？"
"16158","Acadia888","1163","成都，宜贷宜湃明显犯罪，四川公安迟迟不立案，甚至受案都不给回执。维护稳定，当扼杀犯罪为先。侵吞人民财产怎么让人民安定？"
"16159","Acadia888","1163","干点实事，别装聋作哑啦，别装睡，请关注曲玉权案判决！赢得警心！"
"16160","赫山公安分局","1163","公安部党委召开2018年度民主生活会 赵克志主持并讲话 陈一新列席会议[话筒][话筒][话筒]"
"16161","军歌嘹亮903","1163","没研究一下曲玉权的事？"
"16162","星际电力发展","1163","慈悲为怀！不要佛口蛇心！ 广东  6位道家神职人员有消息了吗？"
"16163","安庆望江公安杨湾派出所","1163","转发微博"
"16164","通州警方在线","1163","转发微博"
"16165","华人之光照亮世界","1163","转发微博"
"16166","骄奢淫逸勿忘心安","1163","搞笑的国家"
"16167","张信超本人","1163","我是青岛莱西市古城庄村张信超，2015年9月8号在路边拍到疑似村书记套牌车！被村书记等三人围追，我打电话报警！但是被以故意伤害罪被捕！判了8个月，坐牢期间母亲受打击病重离世！事后知道，其中追打我的一个人受伤，对方三人作伪证说是我导致受伤。多次让当地警方调查当时监控未果。何处审冤！！！"
"16168","搞笑姐","1163","[给你小心心]"
"16169","猛虎小兵","1163","部长辛苦了！"
"16170","键盘军参谋长","1163","民主生活会是什么会？干什么的？有没有课代表[吃瓜]"
"16171","星际电力发展","1163","转发微博"
"16172","浙江公安","1163","【公安部党委召开2018年度民主生活会 赵克志主持并讲话 陈一新列席会议】"
"16173","耿直的胖弟弟","1163","说个鸡儿啊，涞源的事情咋就不报道一下。"
"16174","machbook小白","1163","坚持党的领导，人民当家作主"
"16175","晓晓琴琴w","1164","[中国赞][中国赞][中国赞][赞啊][赞啊][赞啊]"
"16176","搞笑姐","1164","[给你小心心][给你小心心]"
"16177","人类命运研究民间智库工作室","1164","[作揖][作揖][耶][耶]"
"16178","副局长尹寿长办假案卖查扣文物","1165","[热评]黄山市歙县公安局政委尹寿长办假案私吞查扣文物"
"16179","Angelina_丫丫","1165","[热评]杀人家吃肉已经很惨了，还虐杀，这种人太没良心！"
"16180","wzh329","1165","[热评]这种就该判重刑 诛九族 太可恶了"
"16181","缅叶观秋","1165","不仅仅是商家缺乏诚信，对动物虐杀的行为更是令人发指！"
"16182","麻辣小龙虾太好吃啦","1165","不仅仅是商家缺乏诚信，对动物虐杀的行为更是令人发指！"
"16183","aliandxiaozhu","1165","不久前才处罚了一个又来顶风作案"
"16184","白衣护士1990","1165","丧心病狂"
"16185","宇宙-到底有没有尽头","1165","吃毒牛过年[哼]"
"16186","专业门窗阳光房","1165","警察在行动，赞一个，可怕的无良商家，一定要依法重判。"
"16187","陌路HCC","1165","我家这里也有人天天杀牛，超级恐怖"
"16188","绿色生态正能量","1165","失性就应该得到严重的处罚"
"16189","笑靥倾城-","1165","诈骗犯更该死"
"16190","弗拉基米尔·伊里奇·马卡洛夫","1165","我建议对于这些老百姓深恶痛绝的违法犯罪行径重判！"
"16191","泰力ge","1165","猪牛羊注水常有的，不过外行人看不出来，但愿，监督部门严加管理，为人民身体健康着想。"
"16192","czw5722","1165","食品安全刻不容缓！"
"16193","副局长尹寿长办假案卖查扣文物","1165","食品安全刻不容缓！"
"16194","副局长尹寿长办假案卖查扣文物","1165","黄山市歙县公安局政委尹寿长办假案私吞查扣文物"
"16195","金子91310","1165","行了，没用瘦肉精就听好了，不这样干，能交的起，税，费，一切开销，吗"
"16196","我最想起的三个字怎么也起不了","1165","说对不起还在笑 看来是罚的轻"
"16197","习淘先生","1165","对不起尼玛！我也想把你心脏注水然后喂狗"
"16198","Hs吳先生","1165","严查严惩不法商贩！"
"16199","Rye1993","1165","说实在的一斤牛肉注一两水其实不多。给螃蟹绑绳子的可比他6多了。"
"16200","安庆望江公安华阳派出所","1165","转发微博"
"16201","真香敬告","1165","转发微博"
"16202","真香敬告","1165","转发微博"
"16203","我的琳琳心有琳犀","1165","抓到一个发他个倾家荡产还要蹲几年监狱看谁以后还敢。"
"16204","wzh329","1165","这种就该判重刑 诛九族 太可恶了"
"16205","张菊芹","1165","严打私屠乱宰，刻不容缓！牛肉注水，关注食肉安全！[握手][拳头][拳头][拳头]民以食为天，食以安为先。"
"16206","宋铁鸡","1165","严打私屠乱宰，刻不容缓！牛肉注水，关注食肉安全！[握手][拳头][拳头][拳头]民以食为天，食以安为先。"
"16207","KingBoy金宝","1165","然而[摊手]？"
"16208","豆丁OUO","1165","可怕"
"16209","云涛风","1165","食品药品方面犯罪刑罚太轻，要么十年以上起步，要么罚个倾家荡产。"
"16210","白虎山虎白","1165","都这样，廊坊宰肉的都这么操作，已经是一个成熟工艺了"
"16211","芊芊郡主-冰","1165","可怕。"
"16212","Angelina_丫丫","1165","杀人家吃肉已经很惨了，还虐杀，这种人太没良心！"
"16213","蘊德劉海波18863670832","1165","太殘忍了，不忍直視！坑騙消費者，還有沒有道德底線！？希望這衹是個別現象！"
"16214","一米阳光爸爸妈妈","1165","还笑[微笑]"
"16215","每天喂小鲨鱼的饲养员","1165","得判"
"16216","胡胡胡平贵","1165","下辈子让他做牛[顶][顶][顶]"
"16217","加油吧尹中華","1165","这个应该是由市场监督局管的吧？"
"16218","副局长尹寿长办假案卖查扣文物","1166","[热评]警察私吞查扣文物"
"16219","冥王·纳奇异录征万疆","1166","[热评]好人一生平安[鲜花][心]"
"16220","我是艾迪的老可爱","1166","[热评]真暖心真棒[红桃]️"
"16221","加油13757549","1166","转发微博"
"16222","陇南徽县公安","1166","转发微博"
"16223","冯大非","1166","年龄这么大了还干这事，好好珍惜你剩下的五十多年吧！"
"16224","铁岭县公安局","1166","年龄这么大了还干这事，好好珍惜你剩下的五十多年吧！"
"16225","平安本溪","1166","年龄这么大了还干这事，好好珍惜你剩下的五十多年吧！"
"16226","香港人的那些事","1166","年龄这么大了还干这事，好好珍惜你剩下的五十多年吧！"
"16227","平安西丰","1166","年龄这么大了还干这事，好好珍惜你剩下的五十多年吧！"
"16228","昌图公安","1166","年龄这么大了还干这事，好好珍惜你剩下的五十多年吧！"
"16229","和县乌江警营","1166","[赞][赞]"
"16230","木易草2036","1166","祝愿老奶奶健康长寿[心][心][心][鲜花][鲜花][鲜花]"
"16231","诈骗犯都死绝吧","1166","为老人点赞[good][good]"
"16232","Hazel_WHY","1166","祝奶奶身体健康！[强]🏻"
"16233","一言不合呀","1166","真的超级棒吧，越平凡越现不凡！"
"16234","-李同学_","1166","老而不贪则为"
"16235","捂棉被看雪","1166","老人家身体真好，心更好。祝福老人家"
"16236","有两夏子","1166","这种人活该长命百岁"
"16237","华人之光照亮世界","1166","转发微博"
"16238","中国灯都古镇公安","1166","91岁老人拾到万元现金，寒风里等了一个小时，一个人颤巍巍找到失主家[心]"
"16239","JS谦谦君子","1166","德高福泽子孙[赞]"
"16240","安庆望江公安华阳派出所","1166","转发微博"
"16241","祝胖哒们平安健康幸福快乐","1166","[中国赞][中国赞][中国赞][中国赞][中国赞][中国赞]"
"16242","闲庭信步海丽立先","1166","好人好运！(๑`･ᴗ･´๑)让社会充满正能量！幸福于民[雨伞]"
"16243","yuzongyuan","1166","好人好报![赞][赞][赞]"
"16244","千金e诺金融服务平台","1166","好人坏人不看年纪不看性别，看的就是人品与三观，很棒的老人家"
"16245","懒的想名字滴某寞","1166","老人真善良，祈祷老人平安长寿，"
"16246","幽州公安","1166","老人真善良，祈祷老人平安长寿，"
"16247","青山绿水长相知","1166","好人老了也是好人[给你小心心]"
"16248","赵威有话说","1166","德高者必有福报"
"16249","快风管儿","1166","[good][good][good]"
"16250","平安辽宁","1166","【91岁老人拾到万元现金，寒风里等了一个小时，一个人颤巍巍找到失主家[心]】"
"16251","熊猫2020年想去看欧洲杯","1166","晚年幸福[心]"
"16252","种花家的义务兵","1166","暖心"
"16253","云南丽江警方","1166","转发微博"
"16254","缘于何故如此","1166","祝奶奶福如东海寿比南山"
"16255","梧州交警万秀大队","1166","91岁老人拾到万元现金，寒风里等了一个小时，一个人颤巍巍找到失主家[心]"
"16256","Roumando","1166","老人家这身板怕是要打破吉尼斯最长寿记录吧"
"16257","越哥娶我","1166","[中国赞]榜样"
"16258","副局长尹寿长办假案卖查扣文物","1166","警察私吞查扣文物"
"16259","EZ-08","1166","儿孙的榜样！"
"16260","望春风1986","1166","老人家的作为堪称浊流中一股清泉。"
"16261","一氧化娜","1166","老人家的作为堪称浊流中一股清泉。"
"16262","一氧化娜","1166","赞，希望民政局福利分给老人一份，明确告诉她，这是奖励。"
"16263","廊坊公安网络发言人","1166","91岁老人拾到万元现金，寒风里等了一个小时，一个人颤巍巍找到失主家[心]"
"16264","说人话学鬼话","1166","咋没提给点安慰奖啊，老人精神可嘉，大冬天的寻找失主容易吗。"
"16265","-王丽萍Ping","1166","好人一生平安"
"16266","誘魊峰52507","1166","愿好人一生平安！"
"16267","冥王·纳奇异录征万疆","1166","好人一生平安[鲜花][心]"
"16268","我是艾迪的老可爱","1166","真暖心真棒[红桃]️"
"16269","海南警方","1167","[热评]警察叔叔还拿衣服把小女孩的jiojio裹住，真暖[爱心]️//"
"16270","曹无咎","1167","[热评]找到了就好[good]"
"16271","不占点玩你妈的大征服","1167","[热评]造謠的抓起來啊"
"16272","缅叶观秋","1167","回来几天"
"16273","真逍遥俊杰","1167","幸好找到了，要不然这么冷的天会冻坏的！"
"16274","四浅L","1167","幸好找到了，要不然这么冷的天会冻坏的！"
"16275","TST总代-Super小沐沐","1167","可怜又命大的孩子，一个人在外面呆一夜，不敢想象，要是我女儿早就哭晕过去了😩😩😩"
"16276","小仙女爱胖迪","1167","这是我第一次见有失的女孩平安归来"
"16277","华人之光照亮世界","1167","这是我第一次见有失的女孩平安归来"
"16278","梁玉玉的巴学园","1167","这是我第一次见有失的女孩平安归来"
"16279","梁玉玉的巴学园","1167","找到就好"
"16280","花花狗22018","1167","今天被刷屏了，我大垫江跟着热搜了"
"16281","含蓄的小龅牙","1167","今天被刷屏了，我大垫江跟着热搜了"
"16282","四级警长","1167","今天被刷屏了，我大垫江跟着热搜了"
"16283","爱文宸橙宝贝儿","1167","这个事情我跟孩子爸也是后面才知道，我们在深圳，小孩本来也跟着我们在深圳的，那时家里建房子才回去了一段时间，所以老人家在家带娃的一定千叮万嘱，千万要他们看好了，不要还是几十年前一样娃扔一边不管，还说我们娇气，不管他们怎么说，要他们看好娃还是要紧的"
"16284","海南警方","1167","这个事情我跟孩子爸也是后面才知道，我们在深圳，小孩本来也跟着我们在深圳的，那时家里建房子才回去了一段时间，所以老人家在家带娃的一定千叮万嘱，千万要他们看好了，不要还是几十年前一样娃扔一边不管，还说我们娇气，不管他们怎么说，要他们看好娃还是要紧的"
"16285","爱文宸橙宝贝儿","1167","我家娃2岁的时候在老家，我家婆去娘家，不远，把我家娃放家里，然后我家娃跟着也出去了，她又耳背也不知道小孩子跟在后面，后面我家婆走的快我家娃没跟上奶奶然后走到别处去了，然后我家婆回家才发现小孩子不见了，还好过了一两个小时有好心人骑摩托车带回来了，人家挨家挨户的问过来的，也是很感谢了"
"16286","海南警方","1167","我家娃2岁的时候在老家，我家婆去娘家，不远，把我家娃放家里，然后我家娃跟着也出去了，她又耳背也不知道小孩子跟在后面，后面我家婆走的快我家娃没跟上奶奶然后走到别处去了，然后我家婆回家才发现小孩子不见了，还好过了一两个小时有好心人骑摩托车带回来了，人家挨家挨户的问过来的，也是很感谢了"
"16287","优优的熊bear","1167","宝宝找到就好，感谢警察叔叔把小宝宝找到了。"
"16288","雾四独听龙夏-大难不死","1167","宝宝找到就好，感谢警察叔叔把小宝宝找到了。"
"16289","jlpaths","1167","小孩一定要看好了"
"16290","韦小七aj","1167","小孩一定要看好了"
"16291","羡慕熊猫不用减肥","1167","谢天谢地[祈祷]"
"16292","欢喜欢喜哦嚯嚯","1167","警察叔叔还拿衣服把jiojio裹住，真暖[爱心]️"
"16293","叙州公安","1167","警察叔叔还拿衣服把jiojio裹住，真暖[爱心]️"
"16294","曹无咎","1167","找到了就好[good]"
"16295","qinaR__","1167","心疼"
"16296","云南丽江警方","1167","心疼"
"16297","笨兮兮兮","1167","还好穿的多，一夜了没有被冻着[微笑]"
"16298","1818黄金小眼","1167","还好穿的多，一夜了没有被冻着[微笑]"
"16299","朱斯提提亚_96761","1167","警方刚刚的[good][good][good]"
"16300","二代目将军德川秀忠","1167","总算娃娃没事就好"
"16301","韭菜也开花","1167","我今天还在朋友圈看到说这个小朋友被人贩子拐走了，还有人贩子的视频截图，你说[摊手]"
"16302","你突然对我说七里香的名字很美","1167","我今天还在朋友圈看到说这个小朋友被人贩子拐走了，还有人贩子的视频截图，你说[摊手]"
"16303","你突然对我说七里香的名字很美","1167","我今天还在朋友圈看到说这个小朋友被人贩子拐走了，还有人贩子的视频截图，你说[摊手]"
"16304","含蓄的小龅牙","1167","我今天还在朋友圈看到说这个小朋友被人贩子拐走了，还有人贩子的视频截图，你说[摊手]"
"16305","飞花摘叶君","1167","我觉得还是会有人说是人贩子把孩子扔了[允悲]"
"16306","学生天明","1167","感谢辅警"
"16307","冯采英","1167","找回来就好"
"16308","不占点玩你妈的大征服","1167","造謠的抓起來啊"
"16309","方勇律师","1167","造謠的抓起來啊"
"16310","桐桐桐桐桐桐桐桐桐桐xc","1167","造謠的抓起來啊"
"16311","你突然对我说七里香的名字很美","1167","所以那个地方叫垫江？我以为是坠江，写错字了[允悲][允悲][允悲]"
"16312","沈阳和平公安","1167","所以那个地方叫垫江？我以为是坠江，写错字了[允悲][允悲][允悲]"
"16313","还是喜欢你们的一天","1167","所以那个地方叫垫江？我以为是坠江，写错字了[允悲][允悲][允悲]"
"16314","还是喜欢你们的一天","1167","那不是一个女孩子，好吧[哼]"
"16315","邓衡华","1167","那不是一个女孩子，好吧[哼]"
"16316","帅不过三秒的老吴","1167","点赞"
